code	parameters	n	beta	nospins	time_fail	Hx	Hz
input-codes/19/code_129.txt	[19, 1, [4, 4]]	19	8.75	10912	1427903.0897173905	[1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1;1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0;1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1;0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0;1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1;0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1;0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1;0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0]	[0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0;1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1;1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1;0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0;0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0;0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0]
input-codes/19/code_129.txt	[19, 1, [4, 4]]	19	8.75	10912	12947752.230459578	[1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1;1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0;1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1;0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0;1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1;0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1;0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1;0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0]	[0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0;1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1;1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1;0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0;0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0;0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0]
input-codes/19/code_129.txt	[19, 1, [4, 4]]	19	8.75	10912	2411613.637250635	[1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1;1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0;1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1;0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0;1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1;0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1;0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1;0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0]	[0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0;1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1;1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1;0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0;0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0;0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0]
input-codes/19/code_129.txt	[19, 1, [4, 4]]	19	8.75	10912	14521672.573591309	[1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1;1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0;1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1;0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0;1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1;0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1;0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1;0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0]	[0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0;1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1;1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1;0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0;0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0;0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0]
input-codes/19/code_129.txt	[19, 1, [4, 4]]	19	8.75	10912	2149246.0101395426	[1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1;1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0;1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1;0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0;1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1;0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1;0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1;0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0]	[0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0;1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1;1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1;0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0;0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0;0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0]
input-codes/19/code_129.txt	[19, 1, [4, 4]]	19	8.75	10912	5782326.60247743	[1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1;1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0;1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1;0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0;1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1;0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1;0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1;0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0]	[0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0;1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1;1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1;0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0;0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0;0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0]
input-codes/19/code_129.txt	[19, 1, [4, 4]]	19	8.75	10912	16434077.699072165	[1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1;1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0;1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1;0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0;1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1;0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1;0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1;0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0]	[0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0;1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1;1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1;0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0;0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0;0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0]
input-codes/19/code_129.txt	[19, 1, [4, 4]]	19	8.75	10912	6116014.001919586	[1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1;1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0;1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1;0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0;1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1;0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1;0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1;0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0]	[0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0;1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1;1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1;0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0;0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0;0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0]
input-codes/19/code_129.txt	[19, 1, [4, 4]]	19	8.75	10912	479983.1930303021	[1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1;1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0;1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1;0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0;1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1;0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1;0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1;0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0]	[0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0;1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1;1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1;0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0;0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0;0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0]
input-codes/19/code_129.txt	[19, 1, [4, 4]]	19	8.75	10912	21359761.65438438	[1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1;1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0;1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0;1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1;0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0;1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1;0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1;0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1;0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0]	[0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0;1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1;1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1;0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0;0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1;1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0;0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0;0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0]
